label,probability,prediction
1,0.983640804,1
1,0.493476584,0
0,0.297804898,0
0,0.035951701,0
0,0.106288366,0
1,0.894046424,1
0,0.122892477,0
1,0.742223775,1
1,0.274877422,0
1,0.726383655,1
1,0.648073885,1
0,0.331344831,0
1,0.777863053,1
1,0.194997851,0
1,0.746156941,1
1,0.937527564,1
0,0.131644016,0
0,0.024255875,0
1,0.604558603,1
1,0.686258237,1
0,0.34807235,0
0,0.172479587,0
0,0.287824175,0
0,0.026644362,0
0,0.048912127,0
1,0.978644855,1
1,0.570551596,1
0,0.473025987,0
1,0.503125927,1
1,0.67094166,1
1,0.663898692,1
1,0.791308851,1
1,0.769315809,1
0,0.05546088,0
0,0.700319492,1
0,0.6256167,1
1,0.768672299,1
1,0.944290533,1
1,0.864382823,1
0,0.860108901,1
1,0.425377627,0
0,0.126183263,0
1,0.667180309,1
1,0.756119427,1
1,0.957330805,1
1,0.592925082,1
0,0.222621908,0
1,0.860676252,1
1,0.580756548,1
1,0.668282528,1
0,0.108057076,0
0,0.272877117,0
1,0.835515022,1
1,0.549784726,1
1,0.976671004,1
1,0.263140976,0
0,0.246601123,0
0,0.488414342,0
0,0.493094518,0
1,0.89334451,1
1,0.806548795,1
0,0.00660624,0
1,0.839328792,1
1,0.58218107,1
1,0.737656904,1
1,0.876215111,1
0,0.03431075,0
0,0.365988347,0
1,0.880812364,1
0,0.140761593,0
0,0.070517953,0
0,1,1
1,0.823193487,1
1,0.715736838,1
0,0.00327152,0
1,0.923154105,1
0,0.322916971,0
1,0.438784841,0
0,0.190532273,0
1,0.656011961,1
1,0.612049125,1
1,0.267956863,0
1,0.414715688,0
0,0.147485923,0
0,0.078669987,0
0,0.357784079,0
0,0.268755404,0
0,0.763905299,1
1,0.372643721,0
1,0.847495643,1
1,0.902161917,1
0,0.121926038,0
0,0.336646754,0
0,0.141604596,0
1,0.624629039,1
0,0.357678435,0
1,0.731620526,1
1,0.512429773,1
0,0.131768485,0
0,0.037157572,0
1,0.687126973,1
1,0.958068652,1
0,0.041331607,0
1,0.315932001,0
0,0.015938076,0
0,1,1
0,0.410309807,0
1,0.442932435,0
1,0.97395129,1
0,0.03717795,0
0,0.35621675,0
1,0.822161874,1
0,0.127141034,0
0,0.195879699,0
1,0.656058696,1
1,0.972346037,1
0,0.527948166,1
1,0.52252576,1
1,0.998393008,1
0,0.044107929,0
1,0.797419479,1
1,0.768991214,1
1,0.806993042,1
0,0.423054335,0
0,0.569498849,1
0,0.059143089,0
1,0.928056693,1
0,0.161394152,0
1,0.519066502,1
0,0.961702455,1
0,0.451794551,0
1,0.997500344,1
1,0.953837155,1
1,0.637514555,1
1,0.998643217,1
0,0.64799843,1
0,0.719636859,1
0,0.501447987,1
0,0.176836376,0
1,0.588346716,1
1,0.855510675,1
1,0.616194296,1
1,0.716787502,1
0,0.42837422,0
0,0.351603356,0
0,0.423647041,0
0,0.538847925,1
1,0.371704995,0
1,0.969173974,1
1,0.63461758,1
1,0.855352068,1
0,0.620202461,1
1,0.808365498,1
1,0.398321634,0
0,0.277413312,0
1,0.672071801,1
0,0.30135829,0
0,0.782581971,1
0,0.465345905,0
0,0.665309345,1
0,0.073963838,0
1,0.596136566,1
1,0.7527397,1
1,0.893401314,1
1,0.74397757,1
1,0.648286345,1
1,0.996077378,1
0,0.641327221,1
0,0.28600552,0
0,0.144829232,0
1,0.587354806,1
0,0.006742289,0
1,0.655641706,1
0,0.394130704,0
1,0.034676629,0
0,0.761192872,1
1,0.962171592,1
0,1,1
1,0.598714558,1
1,0.784833519,1
0,0.431304686,0
1,0.857732227,1
1,0.745310224,1
0,0.573876419,1
1,0.635363206,1
0,0.719695125,1
1,0.842427629,1
1,0.519167382,1
0,0.386302127,0
1,0.952154615,1
1,0.783256551,1
0,0.187254458,0
0,0.134604045,0
0,0.407781889,0
0,0.201839507,0
1,0.813113539,1
1,0.121073922,0
1,0.864190998,1
1,0.626780107,1
0,0.179769664,0
0,0.314121023,0
1,0.224825705,0
0,0.323366773,0
0,0.182920981,0
1,0.94524104,1
1,0.979467427,1
0,0.230023414,0
1,0.744729792,1
1,0.205059323,0
0,0.268414053,0
1,0.818647705,1
1,0.597728833,1
1,0.630101985,1
0,0.368786897,0
0,0.22079448,0
0,0.017386603,0
1,0.563384314,1
0,0.139082514,0
1,0.65920594,1
0,0.428852059,0
0,0.20578481,0
1,0.980400414,1
1,0.837294076,1
1,0.841013344,1
0,0.082835001,0
0,0.249531566,0
0,0.49061673,0
0,0.587412662,1
1,0.187724773,0
0,0.924549452,1
0,0.415945754,0
0,0.733440412,1
1,0.94541108,1
0,0.259354404,0
1,0.903315055,1
1,0.788533564,1
1,0.425570253,0
0,0.001185476,0
0,0.043665401,0
1,0.804674119,1
1,0.803810138,1
1,0.716546835,1
0,0.149158096,0
1,0.661599879,1
0,0.103627349,0
1,0.890385462,1
0,0.003933046,0
1,0.76034634,1
0,0.052878933,0
0,0.274426179,0
1,0.837557032,1
0,0.630553999,1
1,0.94458195,1
1,0.63939912,1
0,0.753919835,1
0,0.379645727,0
1,0.851133621,1
0,0.468514204,0
1,0.749278686,1
0,0.244660352,0
0,0.376208293,0
1,0.888339163,1
0,0.23917153,0
1,0.644182051,1
0,0.011256813,0
0,0.325621464,0
0,1,1
1,0.824325017,1
0,0.104385952,0
0,0.154881186,0
0,0.024945824,0
1,0.79244299,1
1,0.912413254,1
0,0.051832909,0
0,0.350595253,0
1,0.659326935,1
1,0.366573582,0
1,0.163066548,0
1,0.888671244,1
0,0.116363518,0
1,0.357701855,0
0,0.171430843,0
1,0.931027838,1
0,0.308623383,0
0,0.237689631,0
0,0.117493696,0
1,0.680575533,1
0,0.830177269,1
1,0.477027683,0
0,0.327648911,0
1,0.806045128,1
0,0.215695,0
1,0.667437353,1
1,0.700525438,1
0,0.308977247,0
1,0.687597837,1
1,0.45011435,0
0,0.317292992,0
0,0.517754078,1
0,0.049019665,0
0,0.109864606,0
0,0.481679683,0
0,0.26048673,0
1,0.362691126,0
0,0.281961631,0
1,0.897876448,1
0,0.28523858,0
0,0.359494959,0
0,0.778403805,1
1,0.722667633,1
0,0.153516421,0
1,0.983628398,1
1,0.991241122,1
1,0.629047245,1
0,0.461133667,0
1,0.900917857,1
0,0.569018456,1
1,0.378422214,0
1,0.713527692,1
0,0.822129771,1
0,0.371451167,0
0,0.362865649,0
1,0.825451965,1
1,0.796220545,1
1,0.924339029,1
0,0.282721003,0
1,0.846285297,1
1,0.50942575,1
0,0.40612001,0
1,0.440525645,0
1,0.988860964,1
0,0.180108658,0
1,0.995424173,1
0,0.062656509,0
1,0.922256025,1
0,0.300806451,0
0,0.464740712,0
1,0.899516627,1
0,0.199708487,0
0,0.463102882,0
1,0.635014433,1
1,0.779437629,1
0,0.275194114,0
0,0.183997332,0
1,0.597492128,1
0,0.426127417,0
0,0.245012999,0
1,0.763492113,1
1,0.560500901,1
0,0.323185818,0
0,0.538436845,1
1,0.275857625,0
0,0.044985187,0
0,0.426339851,0
1,0.455585699,0
0,0.330761444,0
0,0.465688658,0
0,0.132718173,0
0,0.287390176,0
0,0.111990273,0
1,0.790267121,1
0,0.178846785,0
1,0.087642289,0
1,0.964926129,1
1,0.655534386,1
0,0.594797925,1
0,0.277320611,0
1,0.680843102,1
1,0.919411573,1
1,0.739683343,1
0,0.702510927,1
0,0.488892792,0
0,0.380656018,0
0,0.075301483,0
0,0.283556827,0
1,0.934682433,1
1,0.553975272,1
0,0.450686529,0
1,0.733434939,1
0,0.323191109,0
0,0.530169859,1
1,0.97878906,1
0,0.273017949,0
0,0.027050343,0
0,0.454885591,0
0,0.101759332,0
0,0.121674332,0
1,0.954227397,1
0,0.369756686,0
1,0.614289224,1
1,0.376019916,0
1,0.783811137,1
1,0.766463213,1
0,0.194313421,0
1,0.83733142,1
1,0.866902119,1
1,0.62728153,1
1,0.910804829,1
0,0.44792172,0
0,0.136857923,0
1,0.764101102,1
1,0.482219662,0
0,0.453290722,0
0,0.332885153,0
1,0.859118324,1
1,0.611740645,1
0,0.02931072,0
0,0.688757786,1
1,0.870718449,1
0,0.106746907,0
0,0.347398059,0
0,0.113311895,0
1,0.537231656,1
1,0.709396096,1
1,0.757357987,1
1,0.54783936,1
1,0.77291581,1
1,0.597402475,1
0,0.071011326,0
1,0.535176114,1
0,0.176857957,0
0,0.495267678,0
1,0.631520493,1
1,0.837141046,1
1,0.579909119,1
0,0.700479978,1
1,0.987844522,1
0,0.344636164,0
0,0.476845883,0
1,0.760349928,1
0,0.527995436,1
1,0.876379088,1
0,0.500556354,1
1,0.911031037,1
0,0.753970946,1
0,0.290003546,0
0,0.46658719,0
0,0.223739562,0
0,0.233362892,0
1,0.792119702,1
0,0.39911482,0
0,0.415384094,0
0,0.316504471,0
1,0.93949907,1
1,0.447323063,0
1,0.638450094,1
1,0.720803214,1
1,0.978253294,1
1,0.569634019,1
0,0.490925505,0
0,0.213179781,0
1,0.731599357,1
1,0.217096657,0
0,0.116676379,0
1,0.84717217,1
0,0.359588601,0
1,0.927666587,1
1,0.90905991,1
1,0.575629426,1
1,0.733592071,1
1,0.826842756,1
1,0.839783345,1
0,0.135676381,0
0,0.327001512,0
1,0.967653173,1
1,0.607859487,1
0,0.305525308,0
0,0.274379874,0
0,0.077758588,0
0,0.167658381,0
1,0.851247684,1
1,0.830209472,1
0,0.470209754,0
1,0.687796992,1
0,0.511923664,1
0,0.001205709,0
0,0.654697236,1
0,0.309650876,0
1,0.855714406,1
0,0.256281205,0
0,0.382347728,0
1,0.652947677,1
0,0.39066303,0
0,0.003289486,0
0,0.284038055,0
0,0.040573616,0
0,0.752320314,1
1,0.808742312,1
0,0.151450231,0
1,0.844173804,1
1,0.779287152,1
0,0.206626134,0
1,0.967798352,1
0,0.080724665,0
1,0.724151764,1
1,0.557899682,1
0,0.354252456,0
0,0.220409765,0
0,0.820416995,1
0,0.355777266,0
1,0.97035485,1
1,0.771551444,1
0,0.373807446,0
1,0.858395079,1
1,0.258462893,0
0,0.476471162,0
1,0.526310187,1
0,0.222693071,0
0,0.054025488,0
1,0.628876067,1
0,0.262636612,0
1,0.69143891,1
1,0.651082996,1
0,0.266484491,0
1,0.34153613,0
0,0.760819835,1
0,0.348964443,0
0,0.057353959,0
1,0.364585228,0
0,0.120209148,0
0,0.320888739,0
1,0.460643255,0
1,0.964189658,1
1,0.997239131,1
0,0.298534955,0
0,0.038711611,0
0,0.204174933,0
1,0.396411061,0
0,0.186063186,0
1,0.543921208,1
1,0.647501001,1
1,0.471984323,0
0,0.213378228,0
0,0.383965939,0
0,0.051414971,0
0,0.38053835,0
1,0.647844553,1
0,0.604217264,1
1,0.367761826,0
1,0.992250089,1
0,0.076837682,0
0,0.825380511,1
1,0.892687563,1
1,0.721309745,1
0,0.540942824,1
0,0.070907633,0
0,0.569531472,1
1,0.499181084,0
0,0.287038205,0
1,0.929183837,1
0,0.190954646,0
0,0.275589778,0
1,0.655161457,1
0,0.17048132,0
1,0.932262474,1
0,0.381171141,0
0,0.820524514,1
1,0.680018823,1
0,0.342151612,0
1,0.789829488,1
1,0.87606269,1
0,0.076651406,0
0,0.530358593,1
1,0.933349566,1
0,0.697727428,1
0,0.705148159,1
0,0.047653472,0
0,0.012408893,0
0,0.29591109,0
0,0.668110948,1
1,0.467828724,0
1,0.994236652,1
0,0.488424976,0
1,0.600648213,1
0,0.013181641,0
1,0.820905651,1
1,0.171624125,0
1,0.881396466,1
1,0.32873154,0
0,0.181529569,0
1,0.934478756,1
0,0.199942431,0
0,0.17307506,0
1,0.218164057,0
1,0.159499998,0
0,0.020700486,0
0,0.146021357,0
1,0.916726924,1
1,0.528379318,1
1,0.213963085,0
0,0.028933519,0
1,0.85234951,1
1,0.648545153,1
1,0.782248817,1
0,0.39625221,0
0,0.0556461,0
1,0.867674128,1
0,0.038421021,0
